GeneID	S1768_HCT116wt_normDMSO	S1756_HCT116wt_normDMSO	S1774_HCT116wt_hypoxDMSO	S1762_HCT116wt_hypoxDMSO	S1771_HCT116wt_norm3MB	S1759_HCT116wt_norm3MB	S1777_HCT116wt_hypox3MB	S1765_HCT116wt_hypox3MB	S1769_HCT116cdk8as_normDMSO	S1757_HCT116cdk8as_normDMSO	S1775_HCT116cdk8as_hypoxDMSO	S1763_HCT116cdk8as_hypoxDMSO	S1772_HCT116cdk8as_norm3MB	S1760_HCT116cdk8as_norm3MB	S1778_HCT116cdk8as_hypox3MB	S1766_HCT116cdk8as_hypox3MB
ADARB2	1	2	5	4	3	0	0	1	2	0	3	6	0	1	3	3
ADARB2-AS1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ADAT1	777	494	188	153	715	263	230	228	718	632	109	141	522	589	282	225
ADAT2	1323	907	957	839	1224	441	1141	951	1403	1133	940	1024	933	1101	1476	1049
ADAT3	368	430	220	262	404	143	262	269	329	426	62	95	225	222	145	138
ADC	332	215	356	368	440	103	420	480	141	151	129	115	181	193	244	239
ADCK1	295	249	116	138	270	128	144	135	269	271	48	83	195	194	70	95
ADCK2	1013	766	666	634	982	333	869	981	796	776	387	533	528	642	922	839
ADCK3	1915	1523	1652	1689	1890	830	2170	2192	2048	1989	772	1310	1535	1861	1858	1797
ADCK4	1420	1333	982	1207	1212	530	1336	1663	1152	1147	730	949	783	897	1340	1308
ADCK5	1003	838	523	446	1059	385	694	752	568	709	342	297	665	730	664	507
ADCY1	1	3	2	2	3	1	1	0	2	3	2	3	1	2	2	2
ADCY10	6	1	1	5	4	4	0	3	2	4	1	3	1	2	7	8
ADCY10P1	61	32	83	85	81	16	105	108	45	33	57	40	60	50	106	114
ADCY2	0	0	4	1	1	0	4	0	0	0	4	1	0	1	0	3
ADCY3	2457	3267	1736	1827	3703	1474	2241	2218	4010	4220	1202	1782	2712	3334	2303	2248
ADCY4	15	5	3	10	16	3	2	10	4	4	0	1	1	9	6	0
ADCY5	15	6	5	6	10	4	5	6	12	11	1	10	5	16	9	9
ADCY6	1163	1357	1904	1689	1986	757	2428	2384	1464	1639	1436	1602	1379	1630	2525	2317
ADCY7	1409	1290	1413	1358	1832	622	1870	1826	1384	1321	946	1261	1024	1285	1742	1556
ADCY8	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0
ADCY9	616	828	749	949	1079	396	1049	1218	450	483	206	389	450	527	532	548
ADCYAP1	2	0	3	0	0	0	0	0	0	1	0	1	0	0	0	1
ADCYAP1R1	8	2	6	6	3	2	6	11	14	5	1	2	4	8	6	3
ADD1	4120	4264	3605	3845	5284	2054	4709	4958	4353	4210	2281	3154	3211	3473	4822	3863
ADD2	3	11	2	9	8	0	9	3	3	1	0	8	5	4	5	3
ADD3	3068	1426	2408	2343	2674	856	2946	3318	1434	968	924	1221	1388	1391	3215	2233
ADD3-AS1	5	3	0	2	3	2	2	8	1	6	0	0	4	3	2	3
ADGB	3	0	1	0	1	1	0	1	1	1	1	1	0	0	0	0
ADH1A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADH1B	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	1
ADH1C	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0
ADH4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ADH5	6577	3009	3611	3359	4105	1651	3917	3801	3656	2606	2002	2335	2436	2479	3634	2638
ADH6	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ADH7	2	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0
ADHFE1	25	13	5	5	28	13	16	8	51	30	0	11	20	32	22	16
ADI1	4039	1955	1230	1303	2071	971	1185	1269	1685	1691	751	891	1108	1196	1131	858
ADIG	0	2	0	0	0	0	0	0	2	0	0	0	1	0	0	0
ADIPOQ	1	0	3	0	0	1	0	0	0	1	1	0	0	0	1	1
ADIPOQ-AS1	1	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0
ADIPOR1	7275	4176	5864	6077	5353	2054	5874	6889	4345	4112	4156	5874	3031	3408	6202	5987
ADIPOR2	6166	3949	4937	4733	4963	1998	4652	5135	4766	4165	3815	4573	2887	3010	4726	4365
ADIRF	10506	6326	7734	7333	9802	3833	8327	7693	14863	15559	12979	16367	16070	16852	21659	16921
ADK	3435	1428	1701	1610	1901	766	1608	1835	1775	1426	1139	1467	1139	1156	1809	1442
ADM	1646	1275	32911	27791	1148	501	28334	30564	963	592	24390	26047	417	559	25600	22764
ADM2	240	396	261	419	410	141	474	553	262	295	185	188	169	197	398	334
ADM5	293	297	285	225	360	128	447	336	368	390	240	201	216	271	364	345
ADNP	3560	3428	2975	3060	4551	1653	3996	3849	4540	3466	2074	2348	3116	2966	3626	2661
ADNP2	3545	2527	3154	2802	3589	1203	3112	2736	3303	2782	2035	2277	2200	2266	2947	2012
ADO	2273	1522	1091	1359	2019	874	1673	1661	1840	1610	703	916	1335	1511	1441	1237
ADORA1	144	162	21	33	144	108	60	51	107	145	1	6	82	113	19	21
ADORA2A	6	0	20	16	12	6	18	29	3	4	11	13	6	4	36	11
ADORA2A-AS1	0	0	1	0	1	1	0	0	0	0	0	5	0	1	1	0
ADORA2B	2730	1718	2125	2431	2427	996	2746	3136	2031	1849	1084	1343	1655	1941	2394	2169
ADORA3	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0
ADPGK	2675	1709	1314	1212	2021	702	1166	1317	2117	1988	856	1058	1410	1463	1507	1130
ADPGK-AS1	1	0	1	3	1	1	0	0	0	1	0	0	1	0	0	1
ADPRH	186	80	65	54	106	52	69	59	101	95	18	37	73	76	64	50
ADPRHL1	811	486	679	676	613	255	799	955	431	431	368	395	458	482	931	812
ADPRHL2	1811	1189	1072	1047	1287	564	1335	1428	1531	1427	604	873	969	1113	1322	1165
ADPRM	348	145	279	309	246	114	287	328	254	173	197	339	228	188	455	315
ADRA1A	2	4	1	1	1	0	0	1	0	2	1	1	0	0	1	0
ADRA1B	3	0	0	4	4	0	1	3	9	2	5	0	0	1	0	1
ADRA1D	2	0	2	5	1	1	2	3	1	2	2	0	0	2	0	1
ADRA2A	3	5	23	21	9	5	10	12	11	10	7	12	10	9	14	24
ADRA2B	35	44	12	11	40	6	29	37	31	28	22	8	14	33	33	16
ADRA2C	1315	937	1028	1107	1284	509	1062	1206	1048	1197	844	1461	1061	1224	1315	1362
ADRB1	46	54	25	35	84	17	31	70	116	78	5	26	71	111	50	49
ADRB2	8	29	0	0	17	1	2	1	3	8	0	2	10	10	12	2
ADRB3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ADRBK1	5635	5796	5901	5921	6709	2650	6153	6752	5070	5617	4356	5993	4108	4837	6525	6743
ADRBK2	1666	991	1107	997	1352	412	1174	1312	1123	1067	544	751	827	857	1115	965
ADRM1	12137	6978	4848	4602	7869	3068	4826	5146	6948	6356	2924	3899	4286	4268	4334	4044
ADSL	11608	4200	4567	3308	5978	1990	4422	3735	5018	4458	2159	2188	3289	3209	3291	2477
ADSS	3261	1831	1126	1189	2521	893	1321	1259	2412	1857	677	1001	1436	1503	1645	1165
ADSSL1	339	228	186	190	278	113	196	267	169	222	189	260	235	290	323	284
ADTRP	2	12	2	1	1	1	7	1	2	1	0	3	10	11	5	1
AEBP1	0	1	0	0	2	0	1	4	7	2	0	7	1	0	9	1
AEBP2	1427	1082	1324	1483	1410	517	1382	1584	1518	1091	850	1157	982	1051	1757	1342
AEN	3202	2493	1525	1431	2810	1244	1823	1768	3493	3219	2066	2578	2187	2446	2696	2423
AES	9091	7671	8388	10708	8628	3896	9773	11710	5805	6247	4259	6731	4621	5352	7761	7600
AFAP1	1267	1305	1337	1506	1589	686	1854	1908	1439	1601	1407	2068	1380	1682	3000	2776
AFAP1-AS1	1	5	0	4	2	7	3	3	0	0	0	0	0	1	0	4
AFAP1L1	275	204	410	403	233	114	438	442	278	261	244	283	243	235	405	335
AFAP1L2	54	68	19	28	54	19	53	59	24	16	28	15	25	23	16	31
AFF1	1226	1309	1403	1496	2051	692	1983	2079	1420	1072	774	1019	1050	1024	1685	1328
AFF2	2	3	1	4	3	0	2	3	0	0	0	3	1	1	2	2
AFF3	0	0	3	2	5	3	1	2	1	0	0	0	2	3	1	2
AFF4	2552	1769	4347	4222	2858	999	4268	4761	491	378	1280	1375	389	406	1563	1280
AFG3L1P	1361	1314	761	710	1536	621	929	834	1452	1283	478	641	932	1008	805	755
AFG3L2	4689	2905	1927	1917	3572	1414	2168	2124	4319	3678	1379	2160	2305	2662	2224	2057
AFM	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
AFMID	1608	1007	1601	1593	1418	568	1821	1935	1245	1130	1285	1761	935	1121	1619	1536
AFP	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
AFTPH	2098	1031	1265	1237	1560	595	1249	1553	1129	967	986	1265	886	901	1301	1125
AGA	378	263	157	146	296	95	143	155	202	214	106	110	163	146	215	125
AGAP1	2677	2633	4702	5115	3710	1277	5336	5718	2961	2901	2599	3694	2290	2252	4657	3879
AGAP11	143	118	116	117	135	50	144	125	111	116	95	93	95	113	181	93
AGAP2	1288	1386	835	1073	1526	701	1149	1236	1209	1312	373	660	836	1009	764	774
AGAP2-AS1	836	521	439	439	502	225	503	481	501	516	175	285	295	322	344	315
AGAP3	3166	3180	2919	3031	4002	1507	3624	3803	3519	3527	1742	2635	2675	2590	3221	2942
AGAP4	36	36	47	28	37	7	35	26	42	37	16	8	25	35	42	16
AGAP5	70	88	108	34	117	33	115	65	81	44	31	19	72	49	65	39
AGAP6	208	184	160	120	254	61	219	114	212	178	141	132	166	141	145	126
AGAP7	78	60	62	49	91	41	61	47	47	61	58	46	48	54	48	39
AGAP9	66	11	34	9	31	7	29	27	17	16	11	22	15	14	17	15
AGBL1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
AGBL1-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGBL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
AGBL3	82	65	43	33	41	36	72	51	67	43	17	25	37	50	48	44
AGBL4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGBL4-IT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGBL5	3122	1648	2276	2291	2478	1033	2732	2708	2106	1827	1262	1818	1763	2038	2752	2295
AGBL5-AS1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
AGER	217	212	332	385	253	112	416	470	160	191	311	285	134	200	431	436
AGFG1	3575	2013	1838	1726	2715	995	1970	1990	2858	2156	1528	1828	1870	1891	2911	2281
AGFG2	518	513	297	352	856	336	474	596	382	585	44	151	403	731	305	425
AGGF1	2193	1135	1090	1171	1466	621	1049	1385	1517	1250	400	755	1050	1045	1257	1115
AGK	1567	1037	720	833	1260	581	891	957	1025	1011	355	574	723	869	855	804
AGL	2036	1372	1184	1152	2120	608	1159	1395	1196	903	662	761	1018	1002	1416	1005
AGMAT	0	0	1	3	0	0	0	0	2	1	2	0	0	0	0	0
AGMO	1	0	1	0	0	0	0	0	0	1	0	0	0	0	2	1
AGO1	2461	1907	2282	2189	2694	936	2609	2820	2328	2001	1192	1670	1849	1754	2267	2118
AGO2	2414	2174	3139	3391	2894	949	3442	3896	2440	2152	2159	2933	1554	1488	2872	2670
AGO3	601	312	565	482	572	131	550	618	424	274	592	532	221	254	574	483
AGO4	700	500	841	719	996	308	1060	1006	661	533	419	534	595	647	983	784
AGPAT1	2179	2712	2250	2598	2974	1201	2964	3579	1763	1794	742	1097	1524	1613	1938	1966
AGPAT2	4787	2998	2410	2928	3354	1359	2604	3456	2697	3190	2088	3525	1900	2330	3130	3153
AGPAT3	2903	2546	1442	1626	2902	1327	2068	2311	2277	2087	729	876	1686	1720	1384	1219
AGPAT4	640	426	2450	2415	925	289	2618	2456	1692	1286	7926	7433	1596	1510	7282	4925
AGPAT4-IT1	57	11	285	237	60	14	273	245	117	74	648	568	99	94	665	443
AGPAT5	8074	3759	3584	3215	5029	1721	3526	3281	4583	3101	1326	1717	2933	2586	2744	1870
AGPAT6	3891	3275	2406	2299	3884	1675	3110	3263	3718	3386	1795	2351	2587	2765	3144	2834
AGPAT9	1648	817	1533	1223	1532	466	1737	1510	1486	1026	1762	1403	980	758	2281	1383
AGPS	4438	2182	1499	1387	2936	1096	1720	1727	2949	2277	934	1272	2131	2026	2017	1633
AGR2	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1
AGR3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGRN	4254	6990	11573	11169	8416	3015	13070	12846	7334	8369	11393	14044	7041	8387	16587	15133
AGRP	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AGT	1	3	1	1	2	0	1	2	2	2	0	2	1	2	1	3
AGTPBP1	1434	770	1016	857	1313	360	936	1085	755	567	535	667	629	668	919	717
AGTR1	0	0	0	0	0	1	0	0	0	2	0	0	0	1	0	1
AGTR2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGTRAP	2161	1309	871	957	1504	643	938	1144	1264	1488	519	680	1032	1128	973	908
AGXT	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0
AGXT2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AHCTF1	2404	1367	1231	1065	1921	507	795	963	1863	1220	834	966	1188	1076	1257	752
AHCTF1P1	957	468	393	382	637	219	300	334	704	413	330	358	429	406	435	269
AHCY	27924	16295	26499	22198	23959	8512	23654	25223	16208	15839	15420	19600	13122	13011	22703	21124
AHCYL1	7407	5293	7080	7162	7395	2949	7746	8162	6305	5585	5882	7452	4488	5421	8705	7607
AHCYL2	1044	657	936	859	1016	368	1065	1012	715	571	580	766	577	656	1041	914
AHDC1	897	1809	3782	4687	2229	769	4250	4982	1619	1567	2833	4474	1328	1357	4574	4385
AHI1	1680	997	1369	1247	1707	496	1225	1459	1257	1036	1272	1334	1325	1300	2051	1645
AHNAK	29452	22099	70530	74076	38837	11529	81937	83521	24691	16906	47073	57022	17835	15510	70004	54212
AHNAK2	5624	4579	11104	13779	8468	3062	17579	19441	1125	788	1323	1632	1085	1108	2968	2233
AHR	1472	970	1170	1455	1263	447	1335	1752	1433	1077	1299	1530	880	899	1987	1997
AHRR	423	548	288	340	994	486	549	553	370	438	215	431	454	564	504	461
AHSA1	11723	5190	4211	3164	6867	2462	3639	3550	7623	6104	2734	3511	4615	4220	4028	3232
AHSA2	1379	1490	1971	1844	1879	746	2523	2501	1405	1366	1767	1817	1421	1721	3401	2672
AHSG	7	5	6	2	9	2	4	6	8	4	2	2	1	2	2	1
AHSP	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0
AICDA	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0
AIDA	689	217	338	265	427	94	312	298	294	176	155	151	177	163	254	227
AIF1	1	1	0	0	0	0	0	2	0	1	1	0	1	0	0	0
AIF1L	3180	2368	1406	1517	2874	1136	1850	2100	2119	2190	634	1160	1522	1803	1308	1497
AIFM1	3473	2016	974	892	2346	898	1060	1046	2319	2014	440	738	1514	1495	840	833
AIFM2	2176	1516	1066	1310	1633	639	1369	1690	1264	1313	753	902	914	1065	1338	1179
AIFM3	121	94	69	124	146	60	168	183	133	138	83	86	138	169	212	157
AIG1	1778	952	1191	1258	1337	591	1477	1662	905	894	738	1055	702	900	1332	1214
AIM1	983	798	963	944	1204	483	1429	1349	1290	953	1125	1486	914	1036	2694	2129
AIM1L	396	410	597	783	401	137	582	713	356	360	1899	2818	167	220	1452	1476
AIM2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
AIMP1	3216	1479	1684	1748	1982	866	1511	1884	2070	1652	1374	1772	1522	1515	2524	1951
AIMP2	2029	1459	653	614	1532	731	725	664	1776	1566	305	588	1167	1087	711	585
AIP	2469	1150	2373	2111	1878	626	2207	2407	1106	1000	1200	1483	854	871	1946	1652
AIPL1	0	2	2	0	0	0	3	0	0	2	3	1	0	0	1	0
AIRE	1	1	4	3	3	1	0	1	1	2	4	5	2	1	0	1
AIRN	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2
AJAP1	0	2	0	2	0	0	1	3	0	1	0	2	1	1	0	1
AJUBA	1706	1415	1812	2067	1470	528	2070	2280	1097	1042	756	993	751	905	1373	1270
AK1	2276	1320	1218	1159	1647	694	1499	1623	1553	1591	1087	1308	1154	1252	1648	1498
AK2	8123	4865	6891	6862	5388	2352	7013	7812	5182	5454	4838	5843	3197	3795	6781	5555
AK3	3348	1759	2218	1915	2643	938	2429	2207	2484	1729	1577	1966	1892	1742	2857	2175
AK4	946	699	1869	2026	871	353	2090	2248	663	718	979	1324	603	678	1791	1501
AK5	4	8	0	3	3	0	5	1	9	3	2	1	3	4	3	2
AK6	645	266	491	308	399	109	309	293	411	283	286	416	275	221	420	277
AK7	166	84	160	130	166	50	146	129	120	77	36	58	81	108	141	141
AK8	96	61	44	63	95	50	81	55	89	73	14	56	73	86	94	63
AK9	104	68	77	70	84	41	113	136	69	91	33	84	81	80	151	129
AKAP1	4291	3853	2573	2514	3961	1616	3457	3854	6257	5843	1577	2298	3546	3992	3574	3251
AKAP10	1581	952	1746	1795	1257	445	1885	1814	1199	936	1102	1442	896	913	2018	1736
AKAP11	2512	1559	2389	2229	2531	614	1867	2662	1947	1113	1292	1675	1478	1400	2460	1946
AKAP12	111354	83974	192275	263252	133412	49893	203912	252275	112510	86478	141413	212472	84889	93197	229091	211381
AKAP13	1878	1831	3376	3625	2283	937	3869	4514	1551	1274	2406	3129	1157	1159	3433	3410
AKAP14	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
AKAP17A	21	12	33	27	24	10	25	36	18	18	19	16	8	14	18	24
AKAP2	38	25	24	36	27	7	28	19	28	21	16	24	29	35	31	49
AKAP3	170	69	69	51	98	40	96	92	94	112	24	23	113	124	113	82
AKAP4	6	1	1	0	0	0	0	1	0	0	0	0	0	1	0	1
AKAP5	12	19	1	4	21	10	7	3	11	12	0	1	4	7	1	0
AKAP6	142	92	91	98	174	62	111	142	69	69	37	36	56	71	136	89
AKAP7	161	104	161	129	175	59	156	160	101	97	76	93	104	117	208	121
AKAP8	2266	1902	1585	1545	2238	898	1731	1632	2275	2133	1100	1343	1356	1666	1649	1442
AKAP8L	3310	2545	4210	4350	3855	1519	4300	4648	2660	2607	2779	3732	2645	2789	4636	3968
AKAP9	2034	1224	1445	1991	2240	455	522	2262	560	685	1973	1993	1350	1084	2830	2380
AKIP1	853	462	331	352	666	301	411	444	436	457	144	200	424	481	551	375
AKIRIN1	2510	1726	1407	1405	2427	936	1425	1382	1159	915	726	698	860	719	839	598
AKIRIN2	1385	1060	1283	1544	1540	579	1820	1975	1672	1221	1442	1900	1217	1202	2614	1964
AKNA	545	758	719	949	930	355	863	1229	634	791	428	727	618	612	759	880
AKNAD1	6	3	6	16	3	4	10	8	0	1	1	0	0	1	0	3
AKR1A1	6097	3081	3583	3382	4839	1728	3792	4044	3661	3439	2398	3234	3191	3892	4922	4514
AKR1B1	2759	1426	1537	1410	1840	763	1592	1818	2137	2084	1281	1697	1591	1764	1996	1756
AKR1B10	15	8	4	2	6	4	9	1	2	3	1	1	7	3	5	1
AKR1B15	0	0	0	0	0	0	3	0	0	0	1	0	0	1	0	0
AKR1C1	21	16	38	40	35	9	73	57	28	15	31	53	28	24	76	50
AKR1C2	26	7	5	2	7	5	27	30	5	2	3	2	10	6	6	4
AKR1C3	37	29	28	36	45	33	73	71	14	11	8	3	14	10	12	11
AKR1C4	1	0	1	0	3	2	1	0	0	0	1	1	1	1	1	1
AKR1C6P	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
AKR1CL1	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0
AKR1D1	2	1	0	0	1	0	0	1	1	1	0	0	0	1	0	0
AKR1E2	131	81	102	101	102	30	131	137	85	97	129	82	93	129	169	150
AKR7A2	4945	2205	3633	3102	4267	1345	3857	3749	2729	2352	2147	2724	2461	2326	3936	3302
AKR7A2P1	210	79	150	104	160	80	181	102	123	85	80	89	134	102	152	105
AKR7A3	68	49	46	47	56	28	54	54	25	37	11	51	17	28	34	43
AKR7L	96	56	81	58	95	45	101	79	72	87	76	68	70	68	125	59
AKT1	11894	8928	6898	7266	9846	4093	7588	8489	7855	8379	3696	5223	5105	6075	6173	5716
AKT1S1	2612	3146	2577	3589	3284	1206	2866	3463	3162	3307	2167	3057	2291	2439	3097	3201
AKT2	6070	4882	5067	4970	5864	2410	5749	5967	5453	5557	4507	5518	4145	4718	6822	5876
AKT3	29	10	16	24	8	4	20	32	7	7	5	14	7	7	8	13
AKTIP	429	219	238	223	345	115	241	250	319	227	162	209	232	273	258	223
ALAD	868	779	539	646	911	432	969	1040	641	614	396	380	520	680	823	744
ALAS1	2438	1895	1583	1701	2671	1134	2173	2158	2280	2338	1438	1842	2111	2321	3163	2425
ALAS2	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	1
ALB	34	12	20	12	17	2	10	16	15	14	4	19	10	23	29	17
ALCAM	4887	2861	5168	5364	4883	1626	5253	6201	3018	2314	3003	3578	2788	2684	5812	4295
ALDH16A1	1224	1149	918	856	1068	471	840	1003	937	992	467	645	655	681	811	704
ALDH18A1	5632	4332	4647	4817	4610	1995	4708	4844	4996	4760	3467	4122	3137	3795	4713	4266
ALDH1A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27
ALDH1A2	2	2	6	24	3	3	6	12	18	7	4	14	2	20	21	25
ALDH1A3	9248	7862	6785	10621	13938	6684	10512	13219	14030	14241	6542	11030	14446	18003	17134	16582
ALDH1B1	3037	2507	1050	1306	2618	1227	1498	1716	2985	3041	561	1140	2177	2397	1468	1376
ALDH1L1	5	9	9	2	11	0	10	8	12	10	1	2	7	21	9	17
ALDH1L1-AS1	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0
ALDH1L1-AS2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3
ALDH1L2	80	70	62	44	119	33	93	99	9	9	6	2	12	16	15	9
ALDH2	1432	1299	1556	1777	1942	779	2207	2630	1192	1304	1295	1672	1292	1612	2575	2288
ALDH3A1	65	37	31	23	57	31	43	26	106	152	41	89	237	238	109	113
ALDH3A2	5836	3241	2241	2405	4263	1838	2847	3076	3234	2901	1303	1622	2971	3391	3413	2643
ALDH3B1	1740	1286	1820	2055	2372	871	2856	2959	1853	2275	1526	2528	3034	4256	6055	5631
ALDH3B2	48	18	35	24	29	18	43	53	37	41	19	43	56	78	92	127
ALDH4A1	1364	959	559	611	1342	549	787	866	909	906	359	440	924	1200	863	990
ALDH5A1	520	463	333	388	729	296	593	643	479	515	227	202	505	574	512	474
ALDH6A1	480	313	513	469	615	202	667	710	444	324	305	526	350	362	586	488
ALDH7A1	2918	1825	1903	1931	2271	957	2368	2243	2083	1778	1356	1869	2049	2098	2443	2254
ALDH8A1	74	41	70	57	77	27	75	71	46	23	58	49	32	21	64	62
ALDH9A1	4301	2066	2021	1611	2791	1039	2120	1881	2552	2021	1145	1375	1723	1699	2225	1760
ALDOA	58057	43167	251644	259111	53502	18859	216399	254936	48862	48519	198072	234139	31553	31392	191925	167442
ALDOB	2	0	26	17	4	0	14	19	7	1	4	5	4	2	4	15
ALDOC	2125	1535	21964	23745	1458	704	19907	24931	1294	1229	15107	18727	762	1156	20385	19050
ALG1	1421	946	370	360	939	500	402	411	1148	1229	172	318	702	773	420	318
ALG10	200	116	128	81	171	53	124	131	107	99	40	59	90	85	206	70
ALG10B	389	207	250	251	307	94	288	334	291	140	143	217	222	203	407	345
ALG11	330	148	109	133	215	108	176	183	153	152	52	97	119	145	161	125
ALG12	1102	1037	630	664	1073	462	702	907	1103	1162	420	553	727	946	895	759
ALG13	1673	837	1443	1189	1240	414	1279	1362	1064	841	1209	1234	688	782	1477	1007
ALG14	587	354	278	226	348	151	190	220	306	366	172	268	158	243	258	207
ALG1L	25	15	0	0	13	6	2	2	10	7	4	0	6	5	9	4
ALG1L2	9	4	1	2	14	5	4	3	1	6	4	0	5	2	3	1
ALG1L9P	20	8	7	4	11	7	15	2	8	5	1	1	4	6	2	17
ALG2	1853	996	852	863	1188	463	1022	934	1420	1161	771	850	807	904	1010	890
ALG3	1270	1169	945	967	1553	539	1272	1243	1701	1648	719	1083	1241	1175	1180	1126
ALG5	1875	890	685	525	996	432	646	758	1122	978	401	562	782	858	1102	741
ALG6	814	447	227	147	575	189	237	205	454	379	74	81	336	313	193	146
ALG8	1623	948	635	612	1122	549	660	735	1233	995	365	529	814	833	703	587
ALG9	1042	662	1110	937	941	344	1239	1059	691	617	714	811	479	573	1059	881
ALK	2	0	4	0	4	0	2	3	0	3	0	1	0	1	3	1
ALKBH1	834	500	412	411	764	282	581	487	703	603	283	277	406	444	468	361
ALKBH2	1771	1159	752	807	1292	582	909	1065	1604	1735	651	997	1190	1501	1165	1277
ALKBH3	1260	669	684	504	758	327	704	739	763	764	257	451	588	646	680	570
ALKBH3-AS1	0	0	0	5	0	0	0	1	1	0	0	0	0	0	1	1
ALKBH4	1036	672	303	345	752	282	415	429	701	674	77	184	549	573	231	277
ALKBH5	2617	2620	5238	5764	3081	1347	5063	5802	2688	2735	3632	4290	1877	2072	4278	4360
ALKBH6	875	818	567	625	823	382	700	683	574	677	222	431	447	521	596	542
ALKBH7	2553	1195	1726	1571	1483	646	1443	1671	1078	1285	1023	1397	1034	1201	1576	1587
ALKBH8	884	420	273	278	618	214	290	333	668	492	192	149	534	474	422	280
ALLC	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0
ALMS1	1869	1112	1092	869	1662	464	809	1018	1132	780	564	568	694	778	769	592
ALMS1-IT1	13	4	11	13	16	3	21	14	4	2	7	12	0	3	11	5
ALMS1P	5	0	2	2	5	0	3	5	3	0	0	3	3	2	2	1
ALOX12	2	4	5	3	5	2	1	1	1	6	0	2	4	4	3	0
ALOX12B	105	72	120	154	121	58	137	140	76	96	60	97	74	85	118	142
ALOX12P2	136	201	180	225	245	108	332	302	268	252	236	260	256	262	340	419
ALOX15	15	20	19	13	11	10	29	15	16	10	4	4	5	8	8	4
ALOX15B	8	4	2	3	7	1	5	5	4	0	0	0	0	3	0	2
ALOX15P1	1	3	8	10	15	1	34	13	9	4	5	1	5	7	3	10
ALOX5	70	84	104	143	105	55	173	229	855	961	1121	1652	996	1565	3130	2590
ALOX5AP	0	0	1	2	0	0	2	2	0	0	0	0	0	1	1	0
ALOXE3	132	196	362	375	227	86	427	338	101	136	68	138	66	95	165	161
ALPI	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0
ALPK1	989	555	1260	1375	1027	383	1599	1784	715	563	878	1000	710	724	1882	1406
ALPK2	3	7	6	2	7	2	12	11	1	7	0	8	3	2	7	4
ALPK3	133	164	174	219	164	109	251	308	335	455	276	515	432	686	1004	1030
ALPL	12	12	9	5	20	7	20	20	9	18	2	10	7	11	12	2
ALPP	7	2	1	2	1	2	0	2	7	3	0	4	1	12	3	3
ALPPL2	1	0	3	0	1	1	1	1	0	1	1	1	2	4	1	8
ALS2	1938	1204	1358	1092	1716	697	1144	1288	1473	1261	876	1032	960	910	1246	983
ALS2CL	533	691	1032	978	918	433	1706	1712	671	943	1040	1516	926	1555	2497	1933
ALS2CR11	1	0	0	0	3	0	0	0	0	0	0	0	0	1	12	0
ALS2CR12	12	6	3	5	7	1	7	3	5	8	2	2	8	4	10	4
ALX1	3	4	0	1	0	0	0	0	0	1	0	0	0	0	0	0
ALX3	1	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0
ALX4	0	1	0	1	0	0	5	4	1	0	0	1	2	2	2	4
